iter	MAE
159	0.1060254605
160	0.1060215523
161	0.1060174078
162	0.1060141187
163	0.1060099001
164	0.1060056052
165	0.106002934
166	0.1060003825
167	0.1059982923
168	0.1059962307
169	0.1059930368
170	0.1059908719
171	0.1059889374
172	0.1059866155
173	0.1059838658
174	0.1059812447
175	0.1059774665
176	0.1059759696
177	0.105968809
178	0.1059669847
179	0.1059651119
180	0.1059636276
181	0.1059620526
182	0.1059602773
183	0.1059579975
184	0.1059564351
185	0.105953596
186	0.1059521533
187	0.105950952
188	0.1059499514
189	0.1059489206
190	0.1059482006
191	0.1059469339
192	0.1059461992
193	0.1059454382
194	0.1059442485
195	0.1059430741
196	0.1059374057
197	0.1059321409
198	0.1059313753
199	0.1059309082
200	0.105930122
201	0.1059290722
202	0.105928596
203	0.105927272
204	0.1059267374
205	0.105926216
206	0.1059258279
207	0.1059249952
208	0.1059236663
209	0.1059230873
210	0.1059193537
211	0.1059171225
212	0.1059168391
213	0.1059165134
214	0.1059162272
215	0.105915209
216	0.1059105937
217	0.1059102485
218	0.1059098425
219	0.1059087234
220	0.1059084635
221	0.1059082509
222	0.1059076209
223	0.1059073652
224	0.1059069284
225	0.1059063883
226	0.105905988
227	0.1059010021
228	0.1059005504
229	0.105900368
230	0.1059000796
231	0.1058967273
232	0.105895127
233	0.1058949827
234	0.1058945391
235	0.1058940181
236	0.1058938529
237	0.1058936318
238	0.1058934681
239	0.105892947
240	0.1058928182
241	0.1058926775
242	0.1058924874
243	0.1058917135
244	0.1058914693
245	0.1058910899
246	0.1058899927
247	0.1058892846
248	0.1058886048
249	0.1058881601
250	0.1058880334
251	0.1058879193
252	0.1058877815
253	0.1058874454
254	0.1058871404
255	0.1058869899
256	0.1058868177
257	0.1058865836
258	0.105885813
259	0.1058857533
260	0.1058855783
261	0.1058854792
262	0.1058817401
263	0.1058814668
264	0.1058812174
265	0.1058810982
266	0.1058809602
267	0.105880824
268	0.1058804671
269	0.1058803788
270	0.1058734807
271	0.1058728797
272	0.1058728136
273	0.1058721934
274	0.1058721271
275	0.1058715177
276	0.1058713493
277	0.1058709564
278	0.1058708711
279	0.1058705637
280	0.1058703877
281	0.1058703182
282	0.1058702813
283	0.1058702094
284	0.1058694189
285	0.1058692626
286	0.1058667096
287	0.1058664819
288	0.1058663639
289	0.105865895
290	0.1058653471
291	0.1058652882
292	0.1058652124
293	0.1058651136
294	0.1058649713
295	0.1058649025
296	0.1058647908
297	0.1058647279
298	0.1058646284
299	0.1058645814
300	0.1058623564
301	0.1058620438
302	0.1058562136
303	0.1058561244
304	0.1058559795
305	0.1058559422
306	0.1058518948
307	0.1058518263
308	0.1058517965
309	0.1058516094
310	0.1058514535
311	0.1058512883
312	0.105849405
313	0.1058493446
314	0.1058493012
315	0.1058491428
316	0.1058488581
317	0.1058483077
318	0.1058482731
319	0.1058482483
320	0.1058482093
321	0.1058481903
322	0.1058481767
323	0.1058477058
324	0.1058472435
325	0.1058471512
326	0.1058471071
327	0.105847069
328	0.1058469622
329	0.1058468271
330	0.1058450379
331	0.1058449469
332	0.1058448891
333	0.1058435811
334	0.1058434553
335	0.1058427549
336	0.1058426495
337	0.1058425535
338	0.1058413003
339	0.1058393608
340	0.1058393544
341	0.1058393487
342	0.1058393174
343	0.1058374355
344	0.1058373705
345	0.1058373125
346	0.1058372898
347	0.1058372159
348	0.105837124
349	0.1058370645
350	0.1058369501
351	0.1058368952
352	0.1058368781
353	0.1058367034
354	0.1058366252
355	0.1058366145
356	0.1058365448
357	0.1058363045
358	0.1058362403
359	0.1058360758
360	0.1058357659
361	0.105835744
362	0.1058357104
363	0.1058356796
364	0.1058348261
365	0.1058347437
366	0.1058347111
367	0.1058344999
368	0.1058344939
369	0.1058344898
370	0.1058344701
371	0.1058344589
372	0.1058344208
373	0.1058343804
374	0.1058343617
375	0.1058343486
376	0.1058343324
377	0.1058342893
378	0.1058342789
379	0.10583418
380	0.1058341744
381	0.1058341475
382	0.1058341203
383	0.1058341098
384	0.1058336733
385	0.1058336478
386	0.1058336254
387	0.1058336115
388	0.1058335991
389	0.10583357
390	0.1058335688
391	0.1058335391
392	0.1058335344
393	0.1058335268
394	0.1058334616
395	0.1058334406
396	0.1058333256
397	0.1058333204
398	0.1058333091
399	0.1058332931
400	0.1058332887
401	0.105833164
402	0.1058328783
403	0.105832546
404	0.1058324907
405	0.1058324599
406	0.1058324359
407	0.1058324112
408	0.1058301685
409	0.1058262677
410	0.1058225705
411	0.1058196426
412	0.1058159254
413	0.1058065502
414	0.1058021082
415	0.1057987535
416	0.105795604
417	0.1057930875
418	0.1057908409
419	0.1057885204
420	0.1057860749
421	0.1057814407
422	0.1057782993
423	0.1057738318
424	0.1057738005
425	0.1057737905
426	0.1057737559
427	0.1057737552
428	0.1057737448
429	0.1057737424
430	0.1057737125
431	0.1057736813
432	0.105773662
433	0.1057736588
434	0.1057736556
435	0.1057736534
436	0.1057736123
437	0.1057736029
438	0.1057735949
439	0.1057735658
440	0.1057735253
441	0.105773467
442	0.1057734588
443	0.1057734565
444	0.1057734361
445	0.1057734339
446	0.1057734326
447	0.1057734177
448	0.1057734112
449	0.1057733903
450	0.1057733884
451	0.1057733871
452	0.105773383
453	0.1057733453
454	0.1057733434
455	0.1057733417
456	0.10577334
457	0.1057733383
458	0.1057733367
459	0.1057733352
460	0.1057733338
461	0.1057733334
462	0.1057733325
463	0.1057733311
464	0.1057733123
465	0.105773311
466	0.1057733098
467	0.1057733086
468	0.1057733075
469	0.1057733064
470	0.1057733055
471	0.1057733045
472	0.1057733035
473	0.1057733025
474	0.1057733015
475	0.1057733006
476	0.1057733005
477	0.1057732996
478	0.1057732988
479	0.1057732981
480	0.1057732973
481	0.1057732967
482	0.1057732629
483	0.1057732623
484	0.1057732616
485	0.1057732609
486	0.1057732602
487	0.1057732596
488	0.1057732591
489	0.1057732585
490	0.105773258
491	0.1057732574
492	0.1057732263
493	0.1057732193
494	0.1057731806
495	0.1057731512
496	0.1057731352
497	0.1057731346
498	0.1057731112
499	0.1057731107
500	0.1057731102
501	0.1057730834
502	0.1057730829
503	0.1057730824
504	0.1057730819
505	0.1057730473
506	0.1057730468
507	0.1057730271
508	0.1057730083
509	0.1057730079
510	0.105772995
511	0.1057729946
512	0.1057729797
513	0.1057729793
514	0.105772966
515	0.1057729349
516	0.1057729345
517	0.105772912
518	0.1057729116
519	0.1057729112
520	0.1057729108
521	0.1057729081
522	0.1057728866
523	0.1057728862
524	0.1057728366
525	0.1057728162
526	0.1057728015
527	0.1057727876
528	0.1057727596
529	0.1057727592
530	0.1057727325
531	0.1057727192
532	0.1057727188
533	0.1057727184
534	0.1057726681
535	0.105772667
536	0.1057726424
537	0.1057726154
538	0.105772615
539	0.1057726134
540	0.105772613
541	0.1057726037
542	0.1057725708
543	0.1057725703
544	0.1057725446
545	0.1057725443
546	0.1057725305
547	0.10577252
548	0.1057725197
549	0.1057725195
550	0.1057725192
551	0.105772513
552	0.1057724658
553	0.1057724656
554	0.1057724653
555	0.10577242
556	0.1057724197
557	0.1057724195
558	0.1057724106
559	0.1057723896
560	0.1057723694
561	0.1057723693
562	0.1057723684
563	0.1057723676
564	0.1057723596
565	0.1057723589
566	0.1057723414
567	0.1057723413
568	0.1057723413
569	0.105772341
570	0.1057723407
571	0.1057723406
572	0.1057723399
573	0.1057723399
574	0.1057723396
575	0.1057723374
576	0.105772315
577	0.1057723129
578	0.1057723108
579	0.1057723036
580	0.1057722608
581	0.1057722538
582	0.1057722471
583	0.1057722435
584	0.105772237
585	0.1057722308
586	0.1057722307
587	0.1057722105
588	0.1057721946
589	0.1057721946
590	0.1057721946
591	0.1057721945
592	0.105772193
593	0.105772193
594	0.1057721915
595	0.1057721857
596	0.10577218
597	0.1057721746
598	0.1057721652
599	0.1057721587
600	0.1057721587
601	0.1057721524
602	0.1057721498
603	0.1057721093
604	0.1057721067
605	0.1057721057
606	0.1057721056
607	0.1057721032
608	0.1057721008
609	0.1057720985
610	0.105772071
611	0.1057720702
612	0.105772062
613	0.1057720618
614	0.1057720617
615	0.1057720595
616	0.1057720593
617	0.1057720589
618	0.105772059
619	0.1057720589
620	0.1057720588
621	0.1057720212
622	0.1057720212
623	0.1057720212
624	0.1057720159
625	0.1057720061
626	0.105772006
627	0.1057720059
628	0.1057720055
629	0.1057720046
630	0.1057720037
631	0.1057720029
632	0.1057720027
633	0.1057719933
634	0.1057719925
635	0.1057719918
636	0.1057719916
637	0.105771963
638	0.1057719535
639	0.1057718998
640	0.1057718997
641	0.1057718948
642	0.1057718948
643	0.1057718948
644	0.1057718948
645	0.1057718947
646	0.1057718946
647	0.1057718947
648	0.1057718947
649	0.1057718947
650	0.1057718947
651	0.1057718946
652	0.1057718946
653	0.1057718945
654	0.1057718945
655	0.1057718945
656	0.1057718944
657	0.1057718944
658	0.1057718944
659	0.1057718944
660	0.1057718944
661	0.1057718943
662	0.1057718943
663	0.1057718943
664	0.1057718943
665	0.1057718943
666	0.1057718943
667	0.1057718942
668	0.1057718943
669	0.1057718942
670	0.1057718941
671	0.1057718941
672	0.1057718941
673	0.1057718941
674	0.1057718941
675	0.1057718941
676	0.1057718941
677	0.1057718941
678	0.105771894
679	0.105771894
680	0.105771894
681	0.105771894
682	0.105771894
683	0.105771894
684	0.105771894
685	0.105771894
686	0.105771894
687	0.105771894
688	0.105771894
689	0.1057718939
690	0.1057718939
691	0.1057718939
692	0.1057718939
693	0.1057718939
694	0.1057718939
695	0.1057718939
696	0.1057718939
697	0.105771894
698	0.1057718769
699	0.1057718474
700	0.1057718471
701	0.1057718468
702	0.1057718468
703	0.1057717824
704	0.1057717824
705	0.10577174
706	0.1057716979
707	0.1057716979
708	0.1057716979
709	0.1057716979
710	0.105771698
711	0.1057716717
712	0.105771647
713	0.105771647
714	0.105771647
715	0.1057715557
716	0.1057714893
717	0.1057714893
718	0.1057714894
719	0.1057714894
720	0.1057714894
721	0.1057714894
722	0.1057714514
723	0.1057714514
724	0.1057714515
725	0.1057714473
726	0.1057714102
727	0.1057714102
728	0.1057713987
729	0.1057713986
730	0.1057713977
731	0.1057713964
732	0.1057713754
733	0.1057713719
734	0.1057713423
735	0.1057713292
736	0.1057713291
737	0.1057713283
738	0.1057713282
739	0.1057713282
740	0.1057712955
741	0.1057712955
742	0.1057712889
743	0.1057712293
744	0.1057712293
745	0.1057712293
746	0.1057712241
747	0.1057712241
748	0.1057712
749	0.1057711999
750	0.1057711988
751	0.1057711987
752	0.1057711192
753	0.1057711174
754	0.1057710929
755	0.1057710929
756	0.1057710929
757	0.1057710853
758	0.1057710846
759	0.1057710846
760	0.105771061
761	0.1057710592
762	0.1057710056
763	0.1057707401
764	0.10577074
765	0.1057707397
766	0.1057707396
767	0.1057707394
768	0.1057707393
769	0.1057707393
770	0.1057707377
771	0.1057707377
772	0.1057707377
773	0.1057707377
774	0.1057707331
775	0.1057707331
776	0.1057707331
777	0.1057707331
778	0.105770733
779	0.1057706814
780	0.1057706812
781	0.1057706812
782	0.1057706811
783	0.1057706811
784	0.1057706297
785	0.1057706297
786	0.1057706296
787	0.1057705655
788	0.1057705655
789	0.1057705541
790	0.1057705527
791	0.1057705526
792	0.105770542
793	0.1057704713
794	0.1057704713
795	0.1057704711
796	0.1057704614
797	0.1057704613
798	0.1057704612
799	0.1057704515
800	0.1057704515
801	0.1057704514
802	0.1057704514
803	0.1057704514
804	0.1057704513
805	0.1057704513
806	0.1057704513
807	0.1057704513
808	0.1057704497
809	0.1057704496
810	0.1057704497
811	0.1057704361
812	0.1057704362
813	0.1057704362
814	0.1057704361
815	0.1057704362
816	0.1057704363
817	0.1057704363
818	0.1057704363
819	0.1057704347
820	0.1057704347
821	0.1057704346
822	0.10577043
823	0.10577043
824	0.1057704285
825	0.1057704281
826	0.1057704134
827	0.1057704091
828	0.1057704091
829	0.1057704077
830	0.1057704076
831	0.1057704076
832	0.1057704076
833	0.1057704075
834	0.1057704075
835	0.1057704075
836	0.1057704075
837	0.1057704074
838	0.1057704075
839	0.1057704075
840	0.1057704075
841	0.1057651649
842	0.1057651398
843	0.1057635392
844	0.1057576193
845	0.1057539072
846	0.1057521297
847	0.1057454543
848	0.1057438245
849	0.1057437029
850	0.1057420786
851	0.105734937
852	0.1057333326
853	0.1057333326
854	0.1057329217
855	0.1057289019
856	0.1057248738
857	0.105723362
858	0.1057193897
859	0.1057166251
860	0.1057120848
861	0.105707278
862	0.105703825
863	0.1056985857
864	0.1056985308
865	0.1056948343
866	0.1056899657
867	0.105686626
868	0.1056863995
869	0.1056863996
870	0.1056862576
871	0.1056830928
872	0.1056800895
873	0.1056765546
874	0.1056735487
875	0.1056684599
876	0.1056671184
877	0.1056644984
878	0.1056613119
879	0.1056593852
880	0.1056515467
881	0.1056412795
882	0.1056389713
883	0.1056319454
884	0.1056318384
885	0.1056272706
886	0.1056239443
887	0.1056226363
888	0.1056226363
889	0.1056226363
890	0.1056151621
891	0.1056131458
892	0.1056120593
893	0.1056120594
894	0.1056120594
895	0.1056120594
896	0.1056120594
897	0.1056092615
898	0.1056061891
899	0.1056049723
900	0.1055958896
901	0.105587469
902	0.1055855433
903	0.1055825302
904	0.1055793126
905	0.1055781522
906	0.1055750372
907	0.1055738698
908	0.1055738699
909	0.105572564
910	0.1055704182
911	0.1055627306
912	0.1055604978
913	0.1055543398
914	0.1055530785
915	0.1055490122
916	0.1055468116
917	0.1055442683
918	0.1055425445
919	0.105533592
920	0.1055297337
921	0.1055249112
922	0.1055240986
923	0.1055155238
924	0.1055115991
925	0.1055096551
926	0.1055030918
927	0.1054947223
928	0.1054947224
929	0.1054947224
930	0.1054932017
931	0.105493183
932	0.105493183
933	0.105493183
934	0.1054931831
935	0.1054931831
936	0.1054882132
937	0.1054867452
938	0.1054853556
939	0.1054833828
940	0.1054776601
941	0.1054776601
942	0.1054776601
943	0.1054725181
944	0.105472518
945	0.105464247
946	0.105464247
947	0.1054627424
948	0.1054587392
949	0.1054587392
950	0.1054570598
951	0.1054570598
952	0.1054570598
953	0.1054570597
954	0.1054570597
955	0.1054570555
956	0.1054570554
957	0.1054520731
958	0.1054520731
959	0.105452073
960	0.1054520729
961	0.1054520729
962	0.1054445751
963	0.1054445751
964	0.105444575
965	0.105444575
966	0.1054422217
967	0.1054398454
968	0.105433622
969	0.1054319313
970	0.1054319311
971	0.105430137
972	0.105430137
973	0.105423063
974	0.1054212825
975	0.1054212823
976	0.1054165677
977	0.1054165677
978	0.1054165675
979	0.1054158555
980	0.1054158389
981	0.1054155351
982	0.1054103783
983	0.1054103782
984	0.1054103782
985	0.1054103755
986	0.1054033051
987	0.1054032404
988	0.1054032403
989	0.1054032403
990	0.105403165
991	0.1054020927
992	0.1053983629
993	0.1053983629
994	0.105398363
995	0.1053931111
996	0.1053907951
997	0.1053839811
998	0.1053839811
999	0.1053818677
